question,label
야 본관 알려줄래,O S-INFO O
참 본관 알려줄래,O S-INFO O
그럼 본관 알려줘,O S-INFO O
참 본관 알려줘,O S-INFO O
야 본관 알려줘,O S-INFO O
본관 어디야,S-INFO O
야 본관 어디야,O S-INFO O
그럼 본관 어디야,O S-INFO O
참 본관 어디야,O S-INFO O
본관 어디에 있어,S-INFO O O
야 본관 위치 알려줘,O B-INFO E-INFO O
그럼 본관 위치 알려줘,O B-INFO E-INFO O
참 본관 위치 알려줘,O B-INFO E-INFO O
그럼 본관 위치 알려줄래,O B-INFO E-INFO O
참 본관 위치 알려줄래,O B-INFO E-INFO O
야 본관 위치 알려줄래,O B-INFO E-INFO O
솔마루 위치 궁금해,S-INFO O O
솔마루 알려줄래,S-INFO O
그럼 솔마루 알려줄래,O S-INFO O
야 솔마루 알려줄래,O S-INFO O
참 솔마루 알려줄래,O S-INFO O
그럼 솔마루 알려줘,O S-INFO O
참 솔마루 알려줘,O S-INFO O
야 솔마루 알려줘,O S-INFO O
솔마루 어디야,S-INFO O
야 솔마루 어디야,O S-INFO O
그럼 솔마루 어디야,O S-INFO O
참 솔마루 어디야,O S-INFO O
솔마루 어디에 있어,S-INFO O O
야 솔마루 위치 알려줘,O B-INFO E-INFO O
그럼 솔마루 위치 알려줘,O B-INFO E-INFO O
참 솔마루 위치 알려줘,O B-INFO E-INFO O
그럼 솔마루 위치 알려줄래,O B-INFO E-INFO O
참 솔마루 위치 알려줄래,O B-INFO E-INFO O
야 솔마루 위치 알려줄래,O B-INFO E-INFO O
솔마루식당 위치 궁금해,S-INFO O O
솔마루식당 알려줄래,S-INFO O
그럼 솔마루식당 알려줄래,O S-INFO O
야 솔마루식당 알려줄래,O S-INFO O
참 솔마루식당 알려줄래,O S-INFO O
그럼 솔마루식당 알려줘,O S-INFO O
참 솔마루식당 알려줘,O S-INFO O
야 솔마루식당 알려줘,O S-INFO O
솔마루식당 어디야,S-INFO O
야 솔마루식당 어디야,O S-INFO O
그럼 솔마루식당 어디야,O S-INFO O
참 솔마루식당 어디야,O S-INFO O
솔마루식당 어디에 있어,S-INFO O O
야 솔마루식당 위치 알려줘,O B-INFO E-INFO O
그럼 솔마루식당 위치 알려줘,O B-INFO E-INFO O
참 솔마루식당 위치 알려줘,O B-INFO E-INFO O
그럼 솔마루식당 위치 알려줄래,O B-INFO E-INFO O
참 솔마루식당 위치 알려줄래,O B-INFO E-INFO O
야 솔마루식당 위치 알려줄래,O B-INFO E-INFO O
약학대학3호관 위치 궁금해,S-INFO O O
약학대학3호관 알려줄래,S-INFO O
그럼 약학대학3호관 알려줄래,O S-INFO O
야 약학대학3호관 알려줄래,O S-INFO O
참 약학대학3호관 알려줄래,O S-INFO O
그럼 약학대학3호관 알려줘,O S-INFO O
참 약학대학3호관 알려줘,O S-INFO O
야 약학대학3호관 알려줘,O S-INFO O
약학대학3호관 어디야,S-INFO O
야 약학대학3호관 어디야,O S-INFO O
그럼 약학대학3호관 어디야,O S-INFO O
참 약학대학3호관 어디야,O S-INFO O
약학대학3호관 어디에 있어,S-INFO O O
야 약학대학3호관 위치 알려줘,O B-INFO E-INFO O
그럼 약학대학3호관 위치 알려줘,O B-INFO E-INFO O
참 약학대학3호관 위치 알려줘,O B-INFO E-INFO O
그럼 약학대학3호관 위치 알려줄래,O B-INFO E-INFO O
참 약학대학3호관 위치 알려줄래,O B-INFO E-INFO O
야 약학대학3호관 위치 알려줄래,O B-INFO E-INFO O
의학대학3호관 위치 궁금해,S-INFO O O
의학대학3호관 알려줄래,S-INFO O
그럼 의학대학3호관 알려줄래,O S-INFO O
야 의학대학3호관 알려줄래,O S-INFO O
참 의학대학3호관 알려줄래,O S-INFO O
그럼 의학대학3호관 알려줘,O S-INFO O
참 의학대학3호관 알려줘,O S-INFO O
야 의학대학3호관 알려줘,O S-INFO O
의학대학3호관 어디야,S-INFO O
야 의학대학3호관 어디야,O S-INFO O
그럼 의학대학3호관 어디야,O S-INFO O
참 의학대학3호관 어디야,O S-INFO O
의학대학3호관 어디에 있어,S-INFO O O
야 의학대학3호관 위치 알려줘,O B-INFO E-INFO O
그럼 의학대학3호관 위치 알려줘,O B-INFO E-INFO O
참 의학대학3호관 위치 알려줘,O B-INFO E-INFO O
그럼 의학대학3호관 위치 알려줄래,O B-INFO E-INFO O
참 의학대학3호관 위치 알려줄래,O B-INFO E-INFO O
야 의학대학3호관 위치 알려줄래,O B-INFO E-INFO O
자연과학관 위치 궁금해,S-INFO O O
자연과학관 알려줄래,S-INFO O
그럼 자연과학관 알려줄래,O S-INFO O
야 자연과학관 알려줄래,O S-INFO O
참 자연과학관 알려줄래,O S-INFO O
그럼 자연과학관 알려줘,O S-INFO O
참 자연과학관 알려줘,O S-INFO O
야 자연과학관 알려줘,O S-INFO O
자연과학관 어디야,S-INFO O
야 자연과학관 어디야,O S-INFO O
그럼 자연과학관 어디야,O S-INFO O
참 자연과학관 어디야,O S-INFO O
자연과학관 어디에 있어,S-INFO O O
야 자연과학관 위치 알려줘,O B-INFO E-INFO O
그럼 자연과학관 위치 알려줘,O B-INFO E-INFO O
참 자연과학관 위치 알려줘,O B-INFO E-INFO O
그럼 자연과학관 위치 알려줄래,O B-INFO E-INFO O
참 자연과학관 위치 알려줄래,O B-INFO E-INFO O
야 자연과학관 위치 알려줄래,O B-INFO E-INFO O
조선간호대 위치 궁금해,S-INFO O O
조선간호대 알려줄래,S-INFO O
그럼 조선간호대 알려줄래,O S-INFO O
야 조선간호대 알려줄래,O S-INFO O
참 조선간호대 알려줄래,O S-INFO O
그럼 조선간호대 알려줘,O S-INFO O
참 조선간호대 알려줘,O S-INFO O
야 조선간호대 알려줘,O S-INFO O
조선간호대 어디야,S-INFO O
야 조선간호대 어디야,O S-INFO O
그럼 조선간호대 어디야,O S-INFO O
참 조선간호대 어디야,O S-INFO O
조선간호대 어디에 있어,S-INFO O O
야 조선간호대 위치 알려줘,O B-INFO E-INFO O
그럼 조선간호대 위치 알려줘,O B-INFO E-INFO O
참 조선간호대 위치 알려줘,O B-INFO E-INFO O
그럼 조선간호대 위치 알려줄래,O B-INFO E-INFO O
참 조선간호대 위치 알려줄래,O B-INFO E-INFO O
야 조선간호대 위치 알려줄래,O B-INFO E-INFO O
조선대학교 부속중학교 위치 궁금해,B-INFO E-INFO O O
조선대학교 부속중학교 알려줄래,B-INFO E-INFO O
그럼 조선대학교 부속중학교 알려줄래,O B-INFO E-INFO O
야 조선대학교 부속중학교 알려줄래,O B-INFO E-INFO O
참 조선대학교 부속중학교 알려줄래,O B-INFO E-INFO O
그럼 조선대학교 부속중학교 알려줘,O B-INFO E-INFO O
참 조선대학교 부속중학교 알려줘,O B-INFO E-INFO O
야 조선대학교 부속중학교 알려줘,O B-INFO E-INFO O
조선대학교 부속중학교 어디야,B-INFO E-INFO O
야 조선대학교 부속중학교 어디야,O B-INFO E-INFO O
그럼 조선대학교 부속중학교 어디야,O B-INFO E-INFO O
참 조선대학교 부속중학교 어디야,O B-INFO E-INFO O
조선대학교 부속중학교 어디에 있어,B-INFO E-INFO O O
야 조선대학교 부속중학교 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 부속중학교 위치 알려줘,O B-INFO E-INFO O O
참 조선대학교 부속중학교 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 부속중학교 위치 알려줄래,O B-INFO E-INFO O O
참 조선대학교 부속중학교 위치 알려줄래,O B-INFO E-INFO O O
야 조선대학교 부속중학교 위치 알려줄래,O B-INFO E-INFO O O
조대부중 위치 궁금해,S-INFO O O
조대부중 알려줄래,S-INFO O
그럼 조대부중 알려줄래,O S-INFO O
야 조대부중 알려줄래,O S-INFO O
참 조대부중 알려줄래,O S-INFO O
그럼 조대부중 알려줘,O S-INFO O
참 조대부중 알려줘,O S-INFO O
야 조대부중 알려줘,O S-INFO O
조대부중 어디야,S-INFO O
야 조대부중 어디야,O S-INFO O
그럼 조대부중 어디야,O S-INFO O
참 조대부중 어디야,O S-INFO O
조대부중 어디에 있어,S-INFO O O
야 조대부중 위치 알려줘,O B-INFO E-INFO O
그럼 조대부중 위치 알려줘,O B-INFO E-INFO O
참 조대부중 위치 알려줘,O B-INFO E-INFO O
그럼 조대부중 위치 알려줄래,O B-INFO E-INFO O
참 조대부중 위치 알려줄래,O B-INFO E-INFO O
야 조대부중 위치 알려줄래,O B-INFO E-INFO O
조선대학교 여자중학교 위치 궁금해,B-INFO E-INFO O O
조선대학교 여자중학교 알려줄래,B-INFO E-INFO O
그럼 조선대학교 여자중학교 알려줄래,O B-INFO E-INFO O
야 조선대학교 여자중학교 알려줄래,O B-INFO E-INFO O
참 조선대학교 여자중학교 알려줄래,O B-INFO E-INFO O
그럼 조선대학교 여자중학교 알려줘,O B-INFO E-INFO O
참 조선대학교 여자중학교 알려줘,O B-INFO E-INFO O
야 조선대학교 여자중학교 알려줘,O B-INFO E-INFO O
조선대학교 여자중학교 어디야,B-INFO E-INFO O
야 조선대학교 여자중학교 어디야,O B-INFO E-INFO O
그럼 조선대학교 여자중학교 어디야,O B-INFO E-INFO O
참 조선대학교 여자중학교 어디야,O B-INFO E-INFO O
조선대학교 여자중학교 어디에 있어,B-INFO E-INFO O O
야 조선대학교 여자중학교 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 여자중학교 위치 알려줘,O B-INFO E-INFO O O
참 조선대학교 여자중학교 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 여자중학교 위치 알려줄래,O B-INFO E-INFO O O
참 조선대학교 여자중학교 위치 알려줄래,O B-INFO E-INFO O O
야 조선대학교 여자중학교 위치 알려줄래,O B-INFO E-INFO O O
조대여중 위치 궁금해,S-INFO O O
조대여중 알려줄래,S-INFO O
그럼 조대여중 알려줄래,O S-INFO O
야 조대여중 알려줄래,O S-INFO O
참 조대여중 알려줄래,O S-INFO O
그럼 조대여중 알려줘,O S-INFO O
참 조대여중 알려줘,O S-INFO O
야 조대여중 알려줘,O S-INFO O
조대여중 어디야,S-INFO O
야 조대여중 어디야,O S-INFO O
그럼 조대여중 어디야,O S-INFO O
참 조대여중 어디야,O S-INFO O
조대여중 어디에 있어,S-INFO O O
야 조대여중 위치 알려줘,O B-INFO E-INFO O
그럼 조대여중 위치 알려줘,O B-INFO E-INFO O
참 조대여중 위치 알려줘,O B-INFO E-INFO O
그럼 조대여중 위치 알려줄래,O B-INFO E-INFO O
참 조대여중 위치 알려줄래,O B-INFO E-INFO O
야 조대여중 위치 알려줄래,O B-INFO E-INFO O
중앙도서관 위치 궁금해,S-INFO O O
중앙도서관 알려줄래,S-INFO O
그럼 중앙도서관 알려줄래,O S-INFO O
야 중앙도서관 알려줄래,O S-INFO O
참 중앙도서관 알려줄래,O S-INFO O
그럼 중앙도서관 알려줘,O S-INFO O
참 중앙도서관 알려줘,O S-INFO O
야 중앙도서관 알려줘,O S-INFO O
중앙도서관 어디야,S-INFO O
야 중앙도서관 어디야,O S-INFO O
그럼 중앙도서관 어디야,O S-INFO O
참 중앙도서관 어디야,O S-INFO O
중앙도서관 어디에 있어,S-INFO O O
야 중앙도서관 위치 알려줘,O B-INFO E-INFO O
그럼 중앙도서관 위치 알려줘,O B-INFO E-INFO O
참 중앙도서관 위치 알려줘,O B-INFO E-INFO O
그럼 중앙도서관 위치 알려줄래,O B-INFO E-INFO O
참 중앙도서관 위치 알려줄래,O B-INFO E-INFO O
야 중앙도서관 위치 알려줄래,O B-INFO E-INFO O
치대 위치 궁금해,S-INFO O O
치대 알려줄래,S-INFO O
그럼 치대 알려줄래,O S-INFO O
야 치대 알려줄래,O S-INFO O
참 치대 알려줄래,O S-INFO O
그럼 치대 알려줘,O S-INFO O
참 치대 알려줘,O S-INFO O
야 치대 알려줘,O S-INFO O
치대 어디야,S-INFO O
야 치대 어디야,O S-INFO O
그럼 치대 어디야,O S-INFO O
참 치대 어디야,O S-INFO O
치대 어디에 있어,S-INFO O O
야 치대 위치 알려줘,O B-INFO E-INFO O
그럼 치대 위치 알려줘,O B-INFO E-INFO O
참 치대 위치 알려줘,O B-INFO E-INFO O
그럼 치대 위치 알려줄래,O B-INFO E-INFO O
참 치대 위치 알려줄래,O B-INFO E-INFO O
야 치대 위치 알려줄래,O B-INFO E-INFO O
학군단 위치 궁금해,S-INFO O O
학군단 알려줄래,S-INFO O
그럼 학군단 알려줄래,O S-INFO O
야 학군단 알려줄래,O S-INFO O
참 학군단 알려줄래,O S-INFO O
그럼 학군단 알려줘,O S-INFO O
참 학군단 알려줘,O S-INFO O
야 학군단 알려줘,O S-INFO O
학군단 어디야,S-INFO O
야 학군단 어디야,O S-INFO O
그럼 학군단 어디야,O S-INFO O
참 학군단 어디야,O S-INFO O
학군단 어디에 있어,S-INFO O O
야 학군단 위치 알려줘,O B-INFO E-INFO O
그럼 학군단 위치 알려줘,O B-INFO E-INFO O
참 학군단 위치 알려줘,O B-INFO E-INFO O
그럼 학군단 위치 알려줄래,O B-INFO E-INFO O
참 학군단 위치 알려줄래,O B-INFO E-INFO O
야 학군단 위치 알려줄래,O B-INFO E-INFO O
ROTC 위치 궁금해,S-INFO O O
ROTC 알려줄래,S-INFO O
그럼 ROTC 알려줄래,O S-INFO O
야 ROTC 알려줄래,O S-INFO O
참 ROTC 알려줄래,O S-INFO O
그럼 ROTC 알려줘,O S-INFO O
참 ROTC 알려줘,O S-INFO O
야 ROTC 알려줘,O S-INFO O
ROTC 어디야,S-INFO O
야 ROTC 어디야,O S-INFO O
그럼 ROTC 어디야,O S-INFO O
참 ROTC 어디야,O S-INFO O
ROTC 어디에 있어,S-INFO O O
야 ROTC 위치 알려줘,O B-INFO E-INFO O
그럼 ROTC 위치 알려줘,O B-INFO E-INFO O
참 ROTC 위치 알려줘,O B-INFO E-INFO O
그럼 ROTC 위치 알려줄래,O B-INFO E-INFO O
참 ROTC 위치 알려줄래,O B-INFO E-INFO O
야 ROTC 위치 알려줄래,O B-INFO E-INFO O
해오름관 위치 궁금해,S-INFO O O
해오름관 알려줄래,S-INFO O
그럼 해오름관 알려줄래,O S-INFO O
야 해오름관 알려줄래,O S-INFO O
참 해오름관 알려줄래,O S-INFO O
그럼 해오름관 알려줘,O S-INFO O
참 해오름관 알려줘,O S-INFO O
야 해오름관 알려줘,O S-INFO O
해오름관 어디야,S-INFO O
야 해오름관 어디야,O S-INFO O
그럼 해오름관 어디야,O S-INFO O
참 해오름관 어디야,O S-INFO O
해오름관 어디에 있어,S-INFO O O
야 해오름관 위치 알려줘,O B-INFO E-INFO O
그럼 해오름관 위치 알려줘,O B-INFO E-INFO O
참 해오름관 위치 알려줘,O B-INFO E-INFO O
그럼 해오름관 위치 알려줄래,O B-INFO E-INFO O
참 해오름관 위치 알려줄래,O B-INFO E-INFO O
야 해오름관 위치 알려줄래,O B-INFO E-INFO O
경상대 위치 궁금해,S-INFO O O
경상대 알려줄래,S-INFO O
그럼 경상대 알려줄래,O S-INFO O
야 경상대 알려줄래,O S-INFO O
참 경상대 알려줄래,O S-INFO O
그럼 경상대 알려줘,O S-INFO O
참 경상대 알려줘,O S-INFO O
야 경상대 알려줘,O S-INFO O
경상대 어디야,S-INFO O
야 경상대 어디야,O S-INFO O
그럼 경상대 어디야,O S-INFO O
참 경상대 어디야,O S-INFO O
경상대 어디에 있어,S-INFO O O
야 경상대 위치 알려줘,O B-INFO E-INFO O
그럼 경상대 위치 알려줘,O B-INFO E-INFO O
참 경상대 위치 알려줘,O B-INFO E-INFO O
그럼 경상대 위치 알려줄래,O B-INFO E-INFO O
참 경상대 위치 알려줄래,O B-INFO E-INFO O
야 경상대 위치 알려줄래,O B-INFO E-INFO O
교수연구동 위치 궁금해,S-INFO O O
교수연구동 알려줄래,S-INFO O
그럼 교수연구동 알려줄래,O S-INFO O
야 교수연구동 알려줄래,O S-INFO O
참 교수연구동 알려줄래,O S-INFO O
그럼 교수연구동 알려줘,O S-INFO O
참 교수연구동 알려줘,O S-INFO O
야 교수연구동 알려줘,O S-INFO O
교수연구동 어디야,S-INFO O
야 교수연구동 어디야,O S-INFO O
그럼 교수연구동 어디야,O S-INFO O
참 교수연구동 어디야,O S-INFO O
교수연구동 어디에 있어,S-INFO O O
야 교수연구동 위치 알려줘,O B-INFO E-INFO O
그럼 교수연구동 위치 알려줘,O B-INFO E-INFO O
참 교수연구동 위치 알려줘,O B-INFO E-INFO O
그럼 교수연구동 위치 알려줄래,O B-INFO E-INFO O
참 교수연구동 위치 알려줄래,O B-INFO E-INFO O
야 교수연구동 위치 알려줄래,O B-INFO E-INFO O
글로벌하우스 위치 궁금해,S-INFO O O
글로벌하우스 알려줄래,S-INFO O
그럼 글로벌하우스 알려줄래,O S-INFO O
야 글로벌하우스 알려줄래,O S-INFO O
참 글로벌하우스 알려줄래,O S-INFO O
그럼 글로벌하우스 알려줘,O S-INFO O
참 글로벌하우스 알려줘,O S-INFO O
야 글로벌하우스 알려줘,O S-INFO O
글로벌하우스 어디야,S-INFO O
야 글로벌하우스 어디야,O S-INFO O
그럼 글로벌하우스 어디야,O S-INFO O
참 글로벌하우스 어디야,O S-INFO O
글로벌하우스 어디에 있어,S-INFO O O
야 글로벌하우스 위치 알려줘,O B-INFO E-INFO O
그럼 글로벌하우스 위치 알려줘,O B-INFO E-INFO O
참 글로벌하우스 위치 알려줘,O B-INFO E-INFO O
그럼 글로벌하우스 위치 알려줄래,O B-INFO E-INFO O
참 글로벌하우스 위치 알려줄래,O B-INFO E-INFO O
야 글로벌하우스 위치 알려줄래,O B-INFO E-INFO O
백학학사 위치 궁금해,S-INFO O O
백학학사 알려줄래,S-INFO O
그럼 백학학사 알려줄래,O S-INFO O
야 백학학사 알려줄래,O S-INFO O
참 백학학사 알려줄래,O S-INFO O
그럼 백학학사 알려줘,O S-INFO O
참 백학학사 알려줘,O S-INFO O
야 백학학사 알려줘,O S-INFO O
백학학사 어디야,S-INFO O
야 백학학사 어디야,O S-INFO O
그럼 백학학사 어디야,O S-INFO O
참 백학학사 어디야,O S-INFO O
백학학사 어디에 있어,S-INFO O O
야 백학학사 위치 알려줘,O B-INFO E-INFO O
그럼 백학학사 위치 알려줘,O B-INFO E-INFO O
참 백학학사 위치 알려줘,O B-INFO E-INFO O
그럼 백학학사 위치 알려줄래,O B-INFO E-INFO O
참 백학학사 위치 알려줄래,O B-INFO E-INFO O
야 백학학사 위치 알려줄래,O B-INFO E-INFO O
사회과학대 위치 궁금해,S-INFO O O
사회과학대 알려줄래,S-INFO O
그럼 사회과학대 알려줄래,O S-INFO O
야 사회과학대 알려줄래,O S-INFO O
참 사회과학대 알려줄래,O S-INFO O
그럼 사회과학대 알려줘,O S-INFO O
참 사회과학대 알려줘,O S-INFO O
야 사회과학대 알려줘,O S-INFO O
사회과학대 어디야,S-INFO O
야 사회과학대 어디야,O S-INFO O
그럼 사회과학대 어디야,O S-INFO O
참 사회과학대 어디야,O S-INFO O
사회과학대 어디에 있어,S-INFO O O
야 사회과학대 위치 알려줘,O B-INFO E-INFO O
그럼 사회과학대 위치 알려줘,O B-INFO E-INFO O
참 사회과학대 위치 알려줘,O B-INFO E-INFO O
그럼 사회과학대 위치 알려줄래,O B-INFO E-INFO O
참 사회과학대 위치 알려줄래,O B-INFO E-INFO O
야 사회과학대 위치 알려줄래,O B-INFO E-INFO O
사범대학 위치 궁금해,S-INFO O O
사범대학 알려줄래,S-INFO O
그럼 사범대학 알려줄래,O S-INFO O
야 사범대학 알려줄래,O S-INFO O
참 사범대학 알려줄래,O S-INFO O
그럼 사범대학 알려줘,O S-INFO O
참 사범대학 알려줘,O S-INFO O
야 사범대학 알려줘,O S-INFO O
사범대학 어디야,S-INFO O
야 사범대학 어디야,O S-INFO O
그럼 사범대학 어디야,O S-INFO O
참 사범대학 어디야,O S-INFO O
사범대학 어디에 있어,S-INFO O O
야 사범대학 위치 알려줘,O B-INFO E-INFO O
그럼 사범대학 위치 알려줘,O B-INFO E-INFO O
참 사범대학 위치 알려줘,O B-INFO E-INFO O
그럼 사범대학 위치 알려줄래,O B-INFO E-INFO O
참 사범대학 위치 알려줄래,O B-INFO E-INFO O
야 사범대학 위치 알려줄래,O B-INFO E-INFO O
사범대 위치 궁금해,S-INFO O O
사범대 알려줄래,S-INFO O
그럼 사범대 알려줄래,O S-INFO O
야 사범대 알려줄래,O S-INFO O
참 사범대 알려줄래,O S-INFO O
그럼 사범대 알려줘,O S-INFO O
참 사범대 알려줘,O S-INFO O
야 사범대 알려줘,O S-INFO O
사범대 어디야,S-INFO O
야 사범대 어디야,O S-INFO O
그럼 사범대 어디야,O S-INFO O
참 사범대 어디야,O S-INFO O
사범대 어디에 있어,S-INFO O O
야 사범대 위치 알려줘,O B-INFO E-INFO O
그럼 사범대 위치 알려줘,O B-INFO E-INFO O
참 사범대 위치 알려줘,O B-INFO E-INFO O
그럼 사범대 위치 알려줄래,O B-INFO E-INFO O
참 사범대 위치 알려줄래,O B-INFO E-INFO O
야 사범대 위치 알려줄래,O B-INFO E-INFO O
사대 위치 궁금해,S-INFO O O
사대 알려줄래,S-INFO O
그럼 사대 알려줄래,O S-INFO O
야 사대 알려줄래,O S-INFO O
참 사대 알려줄래,O S-INFO O
그럼 사대 알려줘,O S-INFO O
참 사대 알려줘,O S-INFO O
야 사대 알려줘,O S-INFO O
사대 어디야,S-INFO O
야 사대 어디야,O S-INFO O
그럼 사대 어디야,O S-INFO O
참 사대 어디야,O S-INFO O
사대 어디에 있어,S-INFO O O
야 사대 위치 알려줘,O B-INFO E-INFO O
그럼 사대 위치 알려줘,O B-INFO E-INFO O
참 사대 위치 알려줘,O B-INFO E-INFO O
그럼 사대 위치 알려줄래,O B-INFO E-INFO O
참 사대 위치 알려줄래,O B-INFO E-INFO O
야 사대 위치 알려줄래,O B-INFO E-INFO O
장미원 위치 궁금해,S-INFO O O
장미원 알려줄래,S-INFO O
그럼 장미원 알려줄래,O S-INFO O
야 장미원 알려줄래,O S-INFO O
참 장미원 알려줄래,O S-INFO O
그럼 장미원 알려줘,O S-INFO O
참 장미원 알려줘,O S-INFO O
야 장미원 알려줘,O S-INFO O
장미원 어디야,S-INFO O
야 장미원 어디야,O S-INFO O
그럼 장미원 어디야,O S-INFO O
참 장미원 어디야,O S-INFO O
장미원 어디에 있어,S-INFO O O
야 장미원 위치 알려줘,O B-INFO E-INFO O
그럼 장미원 위치 알려줘,O B-INFO E-INFO O
참 장미원 위치 알려줘,O B-INFO E-INFO O
그럼 장미원 위치 알려줄래,O B-INFO E-INFO O
참 장미원 위치 알려줄래,O B-INFO E-INFO O
야 장미원 위치 알려줄래,O B-INFO E-INFO O
조대병원 위치 궁금해,S-INFO O O
조대병원 알려줄래,S-INFO O
그럼 조대병원 알려줄래,O S-INFO O
야 조대병원 알려줄래,O S-INFO O
참 조대병원 알려줄래,O S-INFO O
그럼 조대병원 알려줘,O S-INFO O
참 조대병원 알려줘,O S-INFO O
야 조대병원 알려줘,O S-INFO O
조대병원 어디야,S-INFO O
야 조대병원 어디야,O S-INFO O
그럼 조대병원 어디야,O S-INFO O
참 조대병원 어디야,O S-INFO O
조대병원 어디에 있어,S-INFO O O
야 조대병원 위치 알려줘,O B-INFO E-INFO O
그럼 조대병원 위치 알려줘,O B-INFO E-INFO O
참 조대병원 위치 알려줘,O B-INFO E-INFO O
그럼 조대병원 위치 알려줄래,O B-INFO E-INFO O
참 조대병원 위치 알려줄래,O B-INFO E-INFO O
야 조대병원 위치 알려줄래,O B-INFO E-INFO O
조선대학교 어린이집 위치 궁금해,B-INFO E-INFO O O
조선대학교 어린이집 알려줄래,B-INFO E-INFO O
그럼 조선대학교 어린이집 알려줄래,O B-INFO E-INFO O
야 조선대학교 어린이집 알려줄래,O B-INFO E-INFO O
참 조선대학교 어린이집 알려줄래,O B-INFO E-INFO O
그럼 조선대학교 어린이집 알려줘,O B-INFO E-INFO O
참 조선대학교 어린이집 알려줘,O B-INFO E-INFO O
야 조선대학교 어린이집 알려줘,O B-INFO E-INFO O
조선대학교 어린이집 어디야,B-INFO E-INFO O
야 조선대학교 어린이집 어디야,O B-INFO E-INFO O
그럼 조선대학교 어린이집 어디야,O B-INFO E-INFO O
참 조선대학교 어린이집 어디야,O B-INFO E-INFO O
조선대학교 어린이집 어디에 있어,B-INFO E-INFO O O
야 조선대학교 어린이집 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 어린이집 위치 알려줘,O B-INFO E-INFO O O
참 조선대학교 어린이집 위치 알려줘,O B-INFO E-INFO O O
그럼 조선대학교 어린이집 위치 알려줄래,O B-INFO E-INFO O O
참 조선대학교 어린이집 위치 알려줄래,O B-INFO E-INFO O O
야 조선대학교 어린이집 위치 알려줄래,O B-INFO E-INFO O O
창업보육센터 위치 궁금해,S-INFO O O
창업보육센터 알려줄래,S-INFO O
그럼 창업보육센터 알려줄래,O S-INFO O
야 창업보육센터 알려줄래,O S-INFO O
참 창업보육센터 알려줄래,O S-INFO O
그럼 창업보육센터 알려줘,O S-INFO O
참 창업보육센터 알려줘,O S-INFO O
야 창업보육센터 알려줘,O S-INFO O
창업보육센터 어디야,S-INFO O
야 창업보육센터 어디야,O S-INFO O
그럼 창업보육센터 어디야,O S-INFO O
참 창업보육센터 어디야,O S-INFO O
창업보육센터 어디에 있어,S-INFO O O
야 창업보육센터 위치 알려줘,O B-INFO E-INFO O
그럼 창업보육센터 위치 알려줘,O B-INFO E-INFO O
참 창업보육센터 위치 알려줘,O B-INFO E-INFO O
그럼 창업보육센터 위치 알려줄래,O B-INFO E-INFO O
참 창업보육센터 위치 알려줄래,O B-INFO E-INFO O
야 창업보육센터 위치 알려줄래,O B-INFO E-INFO O
학생회관 위치 궁금해,S-INFO O O
학생회관 알려줄래,S-INFO O
그럼 학생회관 알려줄래,O S-INFO O
야 학생회관 알려줄래,O S-INFO O
참 학생회관 알려줄래,O S-INFO O
그럼 학생회관 알려줘,O S-INFO O
참 학생회관 알려줘,O S-INFO O
야 학생회관 알려줘,O S-INFO O
학생회관 어디야,S-INFO O
야 학생회관 어디야,O S-INFO O
그럼 학생회관 어디야,O S-INFO O
참 학생회관 어디야,O S-INFO O
학생회관 어디에 있어,S-INFO O O
야 학생회관 위치 알려줘,O B-INFO E-INFO O
그럼 학생회관 위치 알려줘,O B-INFO E-INFO O
참 학생회관 위치 알려줘,O B-INFO E-INFO O
그럼 학생회관 위치 알려줄래,O B-INFO E-INFO O
참 학생회관 위치 알려줄래,O B-INFO E-INFO O
야 학생회관 위치 알려줄래,O B-INFO E-INFO O
교내버스 운영 알려줘,B-INFO E-INFO O
야 교내버스 운영 알려줘,O B-INFO E-INFO O
그럼 교내버스 운영 알려줘,O B-INFO E-INFO O
참 교내버스 운영 알려줘,O B-INFO E-INFO O
야 교내버스 운영 알려줄래,O B-INFO E-INFO O
그럼 교내버스 운영 알려줄래,O B-INFO E-INFO O
참 교내버스 운영 알려줄래,O B-INFO E-INFO O
교내버스 운행 시간 몇시야,B-INFO E-INFO O O
그럼 교내버스 운행 시간 몇시야,O B-INFO E-INFO O O
참 교내버스 운행 시간 몇시야,O B-INFO E-INFO O O
야 교내버스 운행 시간 몇시야,O B-INFO E-INFO O O
야 교내버스 운행 알려줘,O B-INFO E-INFO O
그럼 교내버스 운행 알려줘,O B-INFO E-INFO O
참 교내버스 운행 알려줘,O B-INFO E-INFO O
교내버스 언제와,S-INFO O
야 교내버스 언제와,O S-INFO O
그럼 교내버스 언제와,O S-INFO O
참 교내버스 언제와,O S-INFO O
교내버스 몇분 간격으로 와,S-INFO O O O
야 교내버스 몇분 간격이야,O S-INFO O O
사회과학관 운행 버스 운영 알려줘,B-INFO I-INFO E-INFO O O
야 사회과학관 운행 버스 운영 알려줘,O B-INFO I-INFO E-INFO O O
